date,geography_code,geography_name,ssa_t1_desc,sex,ethnicity_group,notional_nvq_level,e_and_t_aims_enrolments,e_and_t_aims_ach
2021/22,E08000033,Calderdale,Social Sciences,Total,Not Provided,1,low,low
2021/22,E07000168,Scarborough,"Arts, Media and Publishing",Total,White,Total,60,30
2021/22,E07000166,Richmondshire,Social Sciences,Female,Asian/ Asian British,3,low,low
2021/22,E07000163,Craven,"Leisure, Travel and Tourism",Total,Black/African/Caribbean/Black British,4+,low,low
2021/22,E07000168,Scarborough,Total,Male,Mixed/ Multiple Ethnic Group,Total,low,low
2021/22,E08000034,Kirklees,Total,Female,Asian/ Asian British,Not Assigned,20,20
2021/22,E07000169,Selby,Preparation for Life and Work,Total,Mixed/ Multiple Ethnic Group,Total,10,10
2021/22,E07000165,Harrogate,"Languages, Literature and Culture",Female,Asian/ Asian British,E,low,low
2021/22,E07000167,Ryedale,"Health, Public Services and Care",Total,Not Provided,Total,low,low
2021/22,E07000167,Ryedale,"Business, Administration and Law",Total,White,1,20,20
2021/22,E08000036,Wakefield,"Business, Administration and Law",Female,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E07000168,Scarborough,Not Applicable/ Not Known,Female,Mixed/ Multiple Ethnic Group,Total,low,low
2021/22,E07000164,Hambleton,Not Applicable/ Not Known,Male,Total,4+,low,low
2021/22,E08000033,Calderdale,"History, Philosophy and Theology",Female,Total,2,low,low
2021/22,E07000165,Harrogate,"Construction, Planning and the Built Environment",Total,Mixed/ Multiple Ethnic Group,Total,low,low
2021/22,E08000035,Leeds,Education and Training,Total,Black/African/Caribbean/Black British,2,50,40
2021/22,E08000034,Kirklees,Science and Mathematics,Total,Other Ethnic Group,3,10,low
2021/22,E08000033,Calderdale,"History, Philosophy and Theology",Male,Other Ethnic Group,Total,low,low
2021/22,E08000034,Kirklees,Science and Mathematics,Male,Not Provided,Total,10,low
2021/22,E07000169,Selby,Retail and Commercial Enterprise,Total,Black/African/Caribbean/Black British,1,low,low
2021/22,E07000169,Selby,Total,Male,Not Provided,4+,low,low
2021/22,E07000167,Ryedale,Not Applicable/ Not Known,Total,Total,4+,low,low
2021/22,E07000166,Richmondshire,"Leisure, Travel and Tourism",Male,Not Provided,E,low,low
2021/22,E08000032,Bradford,Information and Communication Technology,Male,White,E,60,40
2021/22,E08000033,Calderdale,"Construction, Planning and the Built Environment",Female,Black/African/Caribbean/Black British,1,low,low
2021/22,E07000168,Scarborough,Total,Total,Other Ethnic Group,3,10,low
2021/22,E08000034,Kirklees,"Languages, Literature and Culture",Female,White,3,low,low
2021/22,E07000163,Craven,Education and Training,Total,Not Provided,4+,low,low
2021/22,E07000168,Scarborough,"Health, Public Services and Care",Male,Other Ethnic Group,3,low,low
2021/22,E08000034,Kirklees,Preparation for Life and Work,Total,Not Provided,3,low,low
2021/22,E08000035,Leeds,"Leisure, Travel and Tourism",Male,Asian/ Asian British,3,10,10
2021/22,E08000033,Calderdale,Science and Mathematics,Total,Asian/ Asian British,Total,20,10
2021/22,E07000165,Harrogate,"Business, Administration and Law",Female,Total,E,low,low
2021/22,E07000164,Hambleton,Not Applicable/ Not Known,Male,White,Total,10,low
2021/22,E07000169,Selby,Preparation for Life and Work,Female,Asian/ Asian British,E,low,low
2021/22,E08000032,Bradford,Not Applicable/ Not Known,Total,White,Not Assigned,40,20
2021/22,E08000035,Leeds,"Health, Public Services and Care",Male,Asian/ Asian British,4+,low,low
2021/22,E07000164,Hambleton,"Languages, Literature and Culture",Male,Not Provided,Not Assigned,low,low
2021/22,E07000163,Craven,"History, Philosophy and Theology",Total,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E08000035,Leeds,"Business, Administration and Law",Total,Asian/ Asian British,Not Assigned,low,low
2021/22,E08000033,Calderdale,"Construction, Planning and the Built Environment",Male,Other Ethnic Group,2,low,low
2021/22,E07000166,Richmondshire,Engineering and Manufacturing Technologies,Female,Total,E,10,10
2021/22,E08000035,Leeds,"History, Philosophy and Theology",Female,Not Provided,1,low,low
2021/22,E08000034,Kirklees,Preparation for Life and Work,Total,Total,2,560,330
2021/22,E07000163,Craven,"Construction, Planning and the Built Environment",Female,Other Ethnic Group,4+,low,low
2021/22,E07000166,Richmondshire,"Arts, Media and Publishing",Male,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E07000165,Harrogate,Education and Training,Female,Asian/ Asian British,E,low,low
2021/22,E07000163,Craven,Social Sciences,Female,Other Ethnic Group,E,low,low
2021/22,E08000036,Wakefield,"Agriculture, Horticulture and Animal Care",Male,Black/African/Caribbean/Black British,3,low,low
2021/22,E08000036,Wakefield,Social Sciences,Male,Not Provided,4+,low,low
2021/22,E07000168,Scarborough,"Business, Administration and Law",Total,Black/African/Caribbean/Black British,4+,low,low
2021/22,E08000036,Wakefield,Retail and Commercial Enterprise,Total,Total,2,250,190
2021/22,E08000033,Calderdale,"Languages, Literature and Culture",Total,White,1,low,low
2021/22,E07000164,Hambleton,"History, Philosophy and Theology",Female,Not Provided,2,low,low
2021/22,E08000032,Bradford,"Agriculture, Horticulture and Animal Care",Male,Asian/ Asian British,3,low,low
2021/22,E07000166,Richmondshire,"History, Philosophy and Theology",Female,Not Provided,Not Assigned,low,low
2021/22,E07000163,Craven,Social Sciences,Female,Mixed/ Multiple Ethnic Group,4+,low,low
2021/22,E07000163,Craven,Not Applicable/ Not Known,Male,Not Provided,4+,low,low
2021/22,E07000163,Craven,"Business, Administration and Law",Male,Asian/ Asian British,4+,low,low
2021/22,E08000036,Wakefield,Total,Male,Other Ethnic Group,4+,low,low
2021/22,E07000169,Selby,Total,Total,Not Provided,Not Assigned,low,low
2021/22,E07000164,Hambleton,Education and Training,Total,White,Total,30,20
2021/22,E08000034,Kirklees,Preparation for Life and Work,Female,Not Provided,2,10,low
2021/22,E08000034,Kirklees,"Construction, Planning and the Built Environment",Female,Asian/ Asian British,Total,10,10
2021/22,E07000167,Ryedale,Not Applicable/ Not Known,Female,White,Total,low,low
2021/22,E08000035,Leeds,"Languages, Literature and Culture",Female,Other Ethnic Group,Total,50,40
2021/22,E08000032,Bradford,"History, Philosophy and Theology",Female,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E07000168,Scarborough,"Leisure, Travel and Tourism",Total,White,E,low,low
2021/22,E08000035,Leeds,Engineering and Manufacturing Technologies,Female,Asian/ Asian British,2,10,10
2021/22,E08000036,Wakefield,Preparation for Life and Work,Female,Other Ethnic Group,Not Assigned,low,low
2021/22,E07000165,Harrogate,Education and Training,Total,Other Ethnic Group,2,low,low
2021/22,E08000033,Calderdale,Social Sciences,Female,White,2,low,low
2021/22,E07000165,Harrogate,"Arts, Media and Publishing",Total,White,Total,60,60
2021/22,E08000036,Wakefield,"Leisure, Travel and Tourism",Male,Black/African/Caribbean/Black British,3,low,low
2021/22,E08000036,Wakefield,Preparation for Life and Work,Male,Total,3,10,10
2021/22,E08000035,Leeds,Total,Total,Mixed/ Multiple Ethnic Group,4+,10,low
2021/22,E08000032,Bradford,Retail and Commercial Enterprise,Male,Black/African/Caribbean/Black British,Total,30,20
2021/22,E07000167,Ryedale,"Construction, Planning and the Built Environment",Male,Not Provided,Not Assigned,low,low
2021/22,E08000032,Bradford,Science and Mathematics,Female,Asian/ Asian British,3,40,30
2021/22,E07000168,Scarborough,"Health, Public Services and Care",Female,Total,E,10,10
2021/22,E08000035,Leeds,"Construction, Planning and the Built Environment",Male,Not Provided,4+,low,low
2021/22,E07000163,Craven,"Construction, Planning and the Built Environment",Female,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E07000166,Richmondshire,"Arts, Media and Publishing",Female,White,1,low,low
2021/22,E07000163,Craven,"Business, Administration and Law",Total,Mixed/ Multiple Ethnic Group,Not Assigned,low,low
2021/22,E07000164,Hambleton,Preparation for Life and Work,Female,Not Provided,Total,low,low
2021/22,E07000163,Craven,"Agriculture, Horticulture and Animal Care",Female,Black/African/Caribbean/Black British,4+,low,low
2021/22,E07000168,Scarborough,Retail and Commercial Enterprise,Female,Black/African/Caribbean/Black British,3,low,low
2021/22,E08000035,Leeds,"Leisure, Travel and Tourism",Male,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E07000164,Hambleton,Not Applicable/ Not Known,Total,Mixed/ Multiple Ethnic Group,Not Assigned,low,low
2021/22,E08000036,Wakefield,Total,Total,Other Ethnic Group,Not Assigned,low,low
2021/22,E08000035,Leeds,"Construction, Planning and the Built Environment",Female,Other Ethnic Group,Total,low,low
2021/22,E08000035,Leeds,Education and Training,Female,Other Ethnic Group,Total,50,50
2021/22,E08000035,Leeds,"Agriculture, Horticulture and Animal Care",Male,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E07000169,Selby,Not Applicable/ Not Known,Male,White,Not Assigned,10,10
2021/22,E08000035,Leeds,"History, Philosophy and Theology",Total,Total,1,low,low
2021/22,E08000036,Wakefield,Not Applicable/ Not Known,Female,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E07000168,Scarborough,Social Sciences,Male,Asian/ Asian British,Total,low,low
2021/22,E08000035,Leeds,Science and Mathematics,Male,Other Ethnic Group,Not Assigned,low,low
2021/22,E07000166,Richmondshire,Not Applicable/ Not Known,Male,Asian/ Asian British,2,low,low
2021/22,E08000033,Calderdale,Science and Mathematics,Total,Black/African/Caribbean/Black British,3,low,low
2021/22,E07000164,Hambleton,Retail and Commercial Enterprise,Male,Black/African/Caribbean/Black British,1,low,low
2021/22,E08000036,Wakefield,Engineering and Manufacturing Technologies,Total,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E08000035,Leeds,Preparation for Life and Work,Total,Asian/ Asian British,2,60,50
2021/22,E07000168,Scarborough,"Agriculture, Horticulture and Animal Care",Female,Not Provided,4+,low,low
2021/22,E08000034,Kirklees,"Agriculture, Horticulture and Animal Care",Total,Mixed/ Multiple Ethnic Group,Total,low,low
2021/22,E08000034,Kirklees,Total,Total,Black/African/Caribbean/Black British,Not Assigned,10,10
2021/22,E07000169,Selby,"Construction, Planning and the Built Environment",Total,Not Provided,E,low,low
2021/22,E08000036,Wakefield,Education and Training,Female,Other Ethnic Group,E,low,low
2021/22,E07000165,Harrogate,"Construction, Planning and the Built Environment",Female,Black/African/Caribbean/Black British,4+,low,low
2021/22,E08000034,Kirklees,Social Sciences,Total,Total,2,low,low
2021/22,E07000164,Hambleton,"Construction, Planning and the Built Environment",Male,Black/African/Caribbean/Black British,4+,low,low
2021/22,E07000166,Richmondshire,Not Applicable/ Not Known,Male,Black/African/Caribbean/Black British,E,low,low
2021/22,E08000034,Kirklees,Science and Mathematics,Female,White,1,low,low
2021/22,E08000035,Leeds,"Arts, Media and Publishing",Total,Not Provided,E,low,low
2021/22,E07000163,Craven,"Agriculture, Horticulture and Animal Care",Female,Not Provided,2,low,low
2021/22,E08000035,Leeds,Total,Male,Other Ethnic Group,E,540,460
2021/22,E07000169,Selby,"Health, Public Services and Care",Total,Black/African/Caribbean/Black British,4+,low,low
2021/22,E07000164,Hambleton,Social Sciences,Male,Asian/ Asian British,2,low,low
2021/22,E08000034,Kirklees,"Leisure, Travel and Tourism",Female,Total,4+,low,low
2021/22,E07000164,Hambleton,"Languages, Literature and Culture",Male,Mixed/ Multiple Ethnic Group,Total,low,low
2021/22,E08000035,Leeds,Preparation for Life and Work,Total,Black/African/Caribbean/Black British,E,1440,1260
2021/22,E08000036,Wakefield,"Languages, Literature and Culture",Total,Asian/ Asian British,4+,low,low
2021/22,E08000034,Kirklees,Information and Communication Technology,Male,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E08000035,Leeds,Science and Mathematics,Female,White,Total,220,160
2021/22,E08000036,Wakefield,Not Applicable/ Not Known,Male,Other Ethnic Group,Not Assigned,low,low
2021/22,E08000035,Leeds,Science and Mathematics,Female,Total,4+,low,low
2021/22,E07000167,Ryedale,Education and Training,Female,Total,E,low,low
2021/22,E07000165,Harrogate,"Languages, Literature and Culture",Female,Not Provided,2,low,low
2021/22,E08000035,Leeds,"History, Philosophy and Theology",Total,Black/African/Caribbean/Black British,Total,low,low
2021/22,E08000035,Leeds,Preparation for Life and Work,Male,Asian/ Asian British,Total,480,400
2021/22,E07000168,Scarborough,Engineering and Manufacturing Technologies,Male,Total,Not Assigned,low,low
2021/22,E07000166,Richmondshire,Not Applicable/ Not Known,Total,Asian/ Asian British,4+,low,low
2021/22,E08000034,Kirklees,Education and Training,Female,Asian/ Asian British,1,low,low
2021/22,E08000033,Calderdale,"History, Philosophy and Theology",Female,Asian/ Asian British,Not Assigned,low,low
2021/22,E08000034,Kirklees,"Arts, Media and Publishing",Male,White,2,10,10
2021/22,E08000032,Bradford,Social Sciences,Female,Black/African/Caribbean/Black British,2,low,low
2021/22,E07000165,Harrogate,"Construction, Planning and the Built Environment",Female,Asian/ Asian British,E,low,low
2021/22,E08000033,Calderdale,"Arts, Media and Publishing",Female,White,2,20,10
2021/22,E08000035,Leeds,"Arts, Media and Publishing",Total,Other Ethnic Group,1,10,10
2021/22,E08000034,Kirklees,"Leisure, Travel and Tourism",Female,White,Total,30,20
2021/22,E07000165,Harrogate,Science and Mathematics,Female,Total,Not Assigned,low,low
2021/22,E08000036,Wakefield,Education and Training,Female,Mixed/ Multiple Ethnic Group,4+,low,low
2021/22,E07000168,Scarborough,Preparation for Life and Work,Male,Total,3,50,50
2021/22,E08000033,Calderdale,"Health, Public Services and Care",Total,White,2,720,540
2021/22,E08000032,Bradford,"Health, Public Services and Care",Total,Mixed/ Multiple Ethnic Group,E,low,low
2021/22,E08000035,Leeds,Social Sciences,Female,Mixed/ Multiple Ethnic Group,Total,low,low
2021/22,E07000165,Harrogate,"Languages, Literature and Culture",Total,Asian/ Asian British,1,low,low
2021/22,E07000163,Craven,Social Sciences,Male,Asian/ Asian British,Not Assigned,low,low
2021/22,E07000167,Ryedale,"Arts, Media and Publishing",Male,Not Provided,E,low,low
2021/22,E08000033,Calderdale,"Leisure, Travel and Tourism",Total,White,E,20,20
2021/22,E07000168,Scarborough,"Construction, Planning and the Built Environment",Male,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E07000169,Selby,"Languages, Literature and Culture",Female,Total,Not Assigned,low,low
2021/22,E07000167,Ryedale,"History, Philosophy and Theology",Male,Mixed/ Multiple Ethnic Group,Not Assigned,low,low
2021/22,E07000166,Richmondshire,"Arts, Media and Publishing",Female,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E07000164,Hambleton,Engineering and Manufacturing Technologies,Male,White,Not Assigned,low,low
2021/22,E08000034,Kirklees,Preparation for Life and Work,Male,White,4+,low,low
2021/22,E07000168,Scarborough,Education and Training,Female,White,1,low,low
2021/22,E07000163,Craven,"Agriculture, Horticulture and Animal Care",Female,White,1,20,20
2021/22,E08000036,Wakefield,"Health, Public Services and Care",Female,White,4+,50,20
2021/22,E07000164,Hambleton,Social Sciences,Male,Other Ethnic Group,3,low,low
2021/22,E08000032,Bradford,"History, Philosophy and Theology",Male,Not Provided,4+,low,low
2021/22,E08000032,Bradford,"Health, Public Services and Care",Total,Total,Not Assigned,80,80
2021/22,E07000163,Craven,Retail and Commercial Enterprise,Female,Asian/ Asian British,3,low,low
2021/22,E08000036,Wakefield,Information and Communication Technology,Total,Black/African/Caribbean/Black British,2,10,low
2021/22,E08000036,Wakefield,"Construction, Planning and the Built Environment",Total,Mixed/ Multiple Ethnic Group,4+,low,low
2021/22,E08000036,Wakefield,Social Sciences,Total,Mixed/ Multiple Ethnic Group,E,low,low
2021/22,E08000034,Kirklees,"Health, Public Services and Care",Male,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E07000165,Harrogate,Not Applicable/ Not Known,Female,White,Total,low,low
2021/22,E08000036,Wakefield,Information and Communication Technology,Total,Other Ethnic Group,Total,10,10
2021/22,E08000033,Calderdale,"Agriculture, Horticulture and Animal Care",Male,Black/African/Caribbean/Black British,2,low,low
2021/22,E07000168,Scarborough,"Arts, Media and Publishing",Male,Asian/ Asian British,Total,low,low
2021/22,E07000167,Ryedale,Engineering and Manufacturing Technologies,Female,White,Not Assigned,low,low
2021/22,E08000035,Leeds,"Health, Public Services and Care",Female,Not Provided,Not Assigned,low,low
2021/22,E08000036,Wakefield,"History, Philosophy and Theology",Total,Not Provided,3,low,low
2021/22,E08000036,Wakefield,"Construction, Planning and the Built Environment",Total,Other Ethnic Group,E,low,low
2021/22,E07000163,Craven,Retail and Commercial Enterprise,Total,White,Not Assigned,low,low
2021/22,E08000032,Bradford,Preparation for Life and Work,Total,Black/African/Caribbean/Black British,Not Assigned,10,low
2021/22,E07000163,Craven,Education and Training,Male,Asian/ Asian British,4+,low,low
2021/22,E07000169,Selby,Information and Communication Technology,Female,Other Ethnic Group,2,low,low
2021/22,E07000165,Harrogate,"Leisure, Travel and Tourism",Male,White,Not Assigned,low,low
2021/22,E07000168,Scarborough,Preparation for Life and Work,Female,Other Ethnic Group,Not Assigned,low,low
2021/22,E08000034,Kirklees,"History, Philosophy and Theology",Male,Total,Not Assigned,low,low
2021/22,E07000166,Richmondshire,Total,Female,Other Ethnic Group,4+,low,low
2021/22,E07000168,Scarborough,"Languages, Literature and Culture",Female,Asian/ Asian British,1,low,low
2021/22,E08000033,Calderdale,"Arts, Media and Publishing",Total,Not Provided,1,low,low
2021/22,E08000032,Bradford,"Leisure, Travel and Tourism",Total,Other Ethnic Group,E,low,low
2021/22,E08000036,Wakefield,"Agriculture, Horticulture and Animal Care",Male,Asian/ Asian British,Total,low,low
2021/22,E08000036,Wakefield,Information and Communication Technology,Male,White,Not Assigned,low,low
2021/22,E07000163,Craven,Engineering and Manufacturing Technologies,Male,Other Ethnic Group,Not Assigned,low,low
2021/22,E07000165,Harrogate,Social Sciences,Female,Other Ethnic Group,3,low,low
2021/22,E08000032,Bradford,"Health, Public Services and Care",Female,Mixed/ Multiple Ethnic Group,Not Assigned,10,10
2021/22,E08000032,Bradford,"History, Philosophy and Theology",Total,Not Provided,Not Assigned,low,low
2021/22,E07000166,Richmondshire,"Leisure, Travel and Tourism",Male,Other Ethnic Group,1,low,low
2021/22,E08000034,Kirklees,"Agriculture, Horticulture and Animal Care",Female,Total,4+,low,low
2021/22,E08000032,Bradford,"Business, Administration and Law",Total,White,1,200,150
2021/22,E08000032,Bradford,"Construction, Planning and the Built Environment",Male,Black/African/Caribbean/Black British,3,10,low
2021/22,E07000167,Ryedale,"Leisure, Travel and Tourism",Total,Black/African/Caribbean/Black British,1,low,low
2021/22,E08000033,Calderdale,Social Sciences,Male,Mixed/ Multiple Ethnic Group,2,low,low
2021/22,E08000034,Kirklees,"History, Philosophy and Theology",Female,Not Provided,3,low,low
2021/22,E07000167,Ryedale,"Agriculture, Horticulture and Animal Care",Female,White,2,10,low
2021/22,E08000032,Bradford,"Business, Administration and Law",Male,Not Provided,Total,low,low
2021/22,E07000168,Scarborough,"Agriculture, Horticulture and Animal Care",Male,Black/African/Caribbean/Black British,Total,low,low
2021/22,E07000164,Hambleton,Engineering and Manufacturing Technologies,Female,Asian/ Asian British,1,low,low
2021/22,E07000163,Craven,Preparation for Life and Work,Male,Mixed/ Multiple Ethnic Group,Total,low,low
2021/22,E07000169,Selby,"Agriculture, Horticulture and Animal Care",Male,Black/African/Caribbean/Black British,Total,low,low
2021/22,E07000164,Hambleton,"Health, Public Services and Care",Total,Asian/ Asian British,4+,low,low
2021/22,E07000168,Scarborough,Information and Communication Technology,Female,White,4+,low,low
2021/22,E07000163,Craven,Engineering and Manufacturing Technologies,Female,White,Not Assigned,low,low
2021/22,E08000036,Wakefield,"Leisure, Travel and Tourism",Total,Total,Not Assigned,low,low
2021/22,E07000166,Richmondshire,"Arts, Media and Publishing",Female,Not Provided,3,low,low
2021/22,E07000166,Richmondshire,Retail and Commercial Enterprise,Total,Not Provided,E,low,low
2021/22,E08000036,Wakefield,Not Applicable/ Not Known,Male,Asian/ Asian British,Not Assigned,low,low
2021/22,E08000034,Kirklees,Engineering and Manufacturing Technologies,Total,Other Ethnic Group,1,low,low
2021/22,E07000169,Selby,Information and Communication Technology,Total,Black/African/Caribbean/Black British,3,low,low
2021/22,E07000167,Ryedale,"Health, Public Services and Care",Total,Black/African/Caribbean/Black British,3,low,low
2021/22,E07000164,Hambleton,"Arts, Media and Publishing",Female,Asian/ Asian British,1,low,low
2021/22,E07000169,Selby,Education and Training,Total,Other Ethnic Group,3,low,low
2021/22,E08000033,Calderdale,"History, Philosophy and Theology",Female,Mixed/ Multiple Ethnic Group,4+,low,low
2021/22,E08000035,Leeds,Retail and Commercial Enterprise,Total,Not Provided,3,low,low
2021/22,E08000033,Calderdale,Education and Training,Total,Total,Not Assigned,low,low
2021/22,E07000168,Scarborough,Total,Female,Total,4+,20,low
2021/22,E07000166,Richmondshire,Education and Training,Total,Total,Total,30,20
2021/22,E08000034,Kirklees,"History, Philosophy and Theology",Total,Asian/ Asian British,1,low,low
2021/22,E08000034,Kirklees,Retail and Commercial Enterprise,Male,Not Provided,Not Assigned,low,low
2021/22,E07000165,Harrogate,Not Applicable/ Not Known,Female,Not Provided,4+,low,low
2021/22,E08000033,Calderdale,"History, Philosophy and Theology",Male,Asian/ Asian British,Not Assigned,low,low
2021/22,E08000033,Calderdale,Engineering and Manufacturing Technologies,Male,Mixed/ Multiple Ethnic Group,Not Assigned,low,low
2021/22,E08000034,Kirklees,Information and Communication Technology,Total,Not Provided,Total,30,20
2021/22,E08000035,Leeds,"Construction, Planning and the Built Environment",Female,Total,4+,low,low
2021/22,E08000033,Calderdale,Science and Mathematics,Female,Asian/ Asian British,1,low,low
2021/22,E07000169,Selby,"Leisure, Travel and Tourism",Male,White,1,low,low
2021/22,E07000163,Craven,Total,Total,White,4+,20,10
2021/22,E08000034,Kirklees,Total,Female,Mixed/ Multiple Ethnic Group,4+,low,low
2021/22,E07000169,Selby,"Languages, Literature and Culture",Total,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E08000034,Kirklees,"Agriculture, Horticulture and Animal Care",Total,Not Provided,3,low,low
2021/22,E07000168,Scarborough,"Arts, Media and Publishing",Male,Other Ethnic Group,E,low,low
2021/22,E08000036,Wakefield,"Health, Public Services and Care",Total,Other Ethnic Group,3,low,low
2021/22,E08000034,Kirklees,Engineering and Manufacturing Technologies,Total,Black/African/Caribbean/Black British,2,10,10
2021/22,E07000164,Hambleton,Total,Male,Asian/ Asian British,4+,low,low
2021/22,E07000164,Hambleton,"Agriculture, Horticulture and Animal Care",Total,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E07000168,Scarborough,Social Sciences,Male,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E07000163,Craven,"Business, Administration and Law",Total,Other Ethnic Group,4+,low,low
2021/22,E08000032,Bradford,Social Sciences,Total,Not Provided,E,low,low
2021/22,E07000169,Selby,Preparation for Life and Work,Total,Mixed/ Multiple Ethnic Group,4+,low,low
2021/22,E07000166,Richmondshire,Total,Total,Other Ethnic Group,Not Assigned,low,low
2021/22,E07000168,Scarborough,Total,Total,Mixed/ Multiple Ethnic Group,2,10,10
2021/22,E07000166,Richmondshire,Retail and Commercial Enterprise,Total,Other Ethnic Group,3,low,low
2021/22,E07000168,Scarborough,"Leisure, Travel and Tourism",Male,White,1,low,low
2021/22,E07000168,Scarborough,Preparation for Life and Work,Total,Mixed/ Multiple Ethnic Group,4+,low,low
2021/22,E08000036,Wakefield,Not Applicable/ Not Known,Male,Asian/ Asian British,Total,low,low
2021/22,E07000166,Richmondshire,"Construction, Planning and the Built Environment",Male,Asian/ Asian British,2,low,low
2021/22,E08000033,Calderdale,"Construction, Planning and the Built Environment",Female,Total,4+,low,low
2021/22,E08000033,Calderdale,Education and Training,Total,Black/African/Caribbean/Black British,3,low,low
2021/22,E08000032,Bradford,Retail and Commercial Enterprise,Male,Black/African/Caribbean/Black British,4+,low,low
2021/22,E07000168,Scarborough,Preparation for Life and Work,Male,Not Provided,2,low,low
2021/22,E07000163,Craven,"History, Philosophy and Theology",Male,Asian/ Asian British,Total,low,low
2021/22,E07000163,Craven,Not Applicable/ Not Known,Total,Total,1,low,low
2021/22,E07000165,Harrogate,Social Sciences,Total,White,4+,low,low
2021/22,E08000036,Wakefield,Preparation for Life and Work,Total,Not Provided,Total,10,10
2021/22,E07000169,Selby,Science and Mathematics,Female,White,4+,low,low
2021/22,E07000165,Harrogate,"Health, Public Services and Care",Total,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E07000169,Selby,"Agriculture, Horticulture and Animal Care",Total,Not Provided,2,low,low
2021/22,E07000163,Craven,Total,Female,Asian/ Asian British,Total,40,30
2021/22,E08000033,Calderdale,"Construction, Planning and the Built Environment",Female,Total,3,low,low
2021/22,E08000035,Leeds,"Agriculture, Horticulture and Animal Care",Male,Other Ethnic Group,2,low,low
2021/22,E07000166,Richmondshire,"Health, Public Services and Care",Male,Not Provided,E,low,low
2021/22,E07000169,Selby,Not Applicable/ Not Known,Female,Not Provided,3,low,low
2021/22,E07000165,Harrogate,Education and Training,Male,Other Ethnic Group,Not Assigned,low,low
2021/22,E07000169,Selby,"History, Philosophy and Theology",Male,Mixed/ Multiple Ethnic Group,Total,low,low
2021/22,E07000163,Craven,"History, Philosophy and Theology",Female,Total,2,10,low
2021/22,E08000036,Wakefield,Science and Mathematics,Total,Asian/ Asian British,Total,20,20
2021/22,E07000164,Hambleton,"Arts, Media and Publishing",Total,Other Ethnic Group,1,low,low
2021/22,E08000033,Calderdale,Total,Female,Not Provided,Total,30,20
2021/22,E08000036,Wakefield,Preparation for Life and Work,Male,Other Ethnic Group,2,low,low
2021/22,E07000168,Scarborough,"Business, Administration and Law",Male,Other Ethnic Group,1,low,low
2021/22,E07000167,Ryedale,"Leisure, Travel and Tourism",Total,Mixed/ Multiple Ethnic Group,Total,low,low
2021/22,E07000164,Hambleton,"Languages, Literature and Culture",Male,Not Provided,4+,low,low
2021/22,E08000034,Kirklees,Not Applicable/ Not Known,Total,Not Provided,Total,low,low
2021/22,E07000166,Richmondshire,Retail and Commercial Enterprise,Total,White,3,10,10
2021/22,E08000036,Wakefield,Preparation for Life and Work,Male,Mixed/ Multiple Ethnic Group,Not Assigned,low,low
2021/22,E07000168,Scarborough,Education and Training,Female,Total,E,low,low
2021/22,E08000036,Wakefield,Retail and Commercial Enterprise,Male,Total,E,low,low
2021/22,E08000033,Calderdale,"History, Philosophy and Theology",Total,White,4+,low,low
2021/22,E07000165,Harrogate,"Business, Administration and Law",Total,Total,2,70,40
2021/22,E08000033,Calderdale,Engineering and Manufacturing Technologies,Male,Asian/ Asian British,Not Assigned,low,low
2021/22,E08000034,Kirklees,Information and Communication Technology,Male,Asian/ Asian British,Not Assigned,low,low
2021/22,E07000165,Harrogate,"History, Philosophy and Theology",Female,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E07000166,Richmondshire,Social Sciences,Female,Other Ethnic Group,Total,low,low
2021/22,E07000163,Craven,"Construction, Planning and the Built Environment",Total,White,3,10,10
2021/22,E07000164,Hambleton,"Arts, Media and Publishing",Female,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E08000034,Kirklees,Retail and Commercial Enterprise,Total,Mixed/ Multiple Ethnic Group,1,10,10
2021/22,E08000036,Wakefield,Total,Male,Total,Not Assigned,100,60
2021/22,E07000166,Richmondshire,Engineering and Manufacturing Technologies,Female,Black/African/Caribbean/Black British,4+,low,low
2021/22,E07000169,Selby,"Construction, Planning and the Built Environment",Male,Total,Total,40,30
2021/22,E07000165,Harrogate,Retail and Commercial Enterprise,Total,Black/African/Caribbean/Black British,2,low,low
2021/22,E08000032,Bradford,Total,Male,Black/African/Caribbean/Black British,2,160,110
2021/22,E08000036,Wakefield,Not Applicable/ Not Known,Male,Mixed/ Multiple Ethnic Group,Total,low,low
